FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack
1556346352855,1556346352858,192.168.1.32,45586,192.168.1.1,53,17,5,65,1,81,1,0,0,0,3,0,0,0,0,81,65,65,81,27,21,0,0,0,0,130000,162000,2,0,0,0,0,0,0,0,0,18782,1,847,0,0,0,0,0,0,0,0,0,0,Benign
1556078783507,1556078783507,192.168.1.194,3011,192.168.1.32,39820,6,0,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556205165564,1556205165564,54.35.171.35,58559,192.168.1.194,80,6,7,40,1,0,0,2,2,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,61307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556035738108,1556035738110,192.168.1.30,35859,192.168.1.190,40091,6,0,48,1,40,1,22,2,20,2,0,0,0,0,48,40,40,48,20,24,0,0,0,0,128000,106666,2,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556253309832,1556253309832,192.168.1.184,443,192.168.1.38,46760,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556084063944,1556084063944,192.168.1.32,18963,192.168.1.193,63200,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556035874556,1556035874568,192.168.1.32,63185,192.168.1.190,1879,6,0,48,1,40,1,22,2,20,11,0,0,0,0,48,40,40,48,3,4,0,0,0,0,32000,26666,2,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556089079490,1556089079490,192.168.1.32,24005,192.168.1.180,60096,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556077163460,1556077163460,192.168.1.194,1025,192.168.1.31,43242,6,0,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556032276005,1556032276005,192.168.1.32,33005,192.168.1.46,5060,6,100,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556029023503,1556029023503,192.168.1.30,33390,192.168.1.169,199,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,0,0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556036958508,1556036958508,192.168.1.31,37725,192.168.1.193,10629,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556036727095,1556036727095,192.168.1.31,39499,192.168.1.195,1023,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542715140,1556542715140,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556178239046,1556178240702,192.168.1.152,1880,192.168.1.180,40750,6,0,10822,18,948,18,24,24,16,1655,1655,1655,64,64,1500,52,52,1500,0,6,1186,1,0,0,52280,4579,21,3,4,4,4,235,1024,41472,162,0,0,0,0,0,244,96,83,0,244,96,83,0,Benign
1556077395093,1556077395093,192.168.1.31,42115,192.168.1.195,6567,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556223750984,1556223750984,192.168.1.184,443,192.168.1.31,58206,6,91,329,1,0,0,24,24,0,1,0,0,0,0,329,329,0,329,0,3,0,0,0,0,2632000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556220795931,1556220795931,192.168.1.184,443,192.168.1.30,43006,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556082953339,1556082953340,192.168.1.32,65189,192.168.1.152,10751,6,0,48,1,40,1,22,2,20,1,0,0,0,0,48,40,40,48,0,0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556048104335,1556048105298,192.168.1.152,1880,192.168.1.195,52213,6,0,2890,4,80,2,24,24,16,963,962,913,64,64,1500,40,40,1500,0,3,0,0,0,0,23983,663,3,0,1,1,1,237,1026,0,0,0,0,0,0,0,962,320,453,913,913,913,0,0,Benign
1556029787128,1556029787128,192.168.1.30,43844,192.168.1.195,8082,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556254366991,1556254367013,192.168.1.184,443,192.168.1.38,40200,6,91,52,1,52,1,17,17,16,22,0,0,0,0,52,52,52,52,2,2,0,0,0,0,18086,18086,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556081837470,1556081837470,192.168.1.32,57716,192.168.1.49,3546,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556030537709,1556030537709,192.168.1.30,53677,192.168.1.46,16018,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556041245031,1556041245031,192.168.1.31,35089,192.168.1.49,27355,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556232147774,1556232147774,192.168.1.184,443,192.168.1.30,38954,6,91,329,1,0,0,24,24,0,1,0,0,0,0,329,329,0,329,0,3,0,0,0,0,2632000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556036017591,1556036017591,192.168.1.30,50159,192.168.1.46,59312,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556231460641,1556231460641,192.168.1.194,80,192.168.1.30,58640,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556076788833,1556076788833,192.168.1.194,1029,192.168.1.31,46004,6,0,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556083094151,1556083094161,192.168.1.32,31539,192.168.1.190,52660,6,0,48,1,40,1,22,2,20,10,0,0,0,0,48,40,40,48,4,4,0,0,0,0,34909,29090,2,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556240952356,1556240952356,192.168.1.194,80,192.168.1.31,42072,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556227742322,1556227742324,192.168.1.31,40580,192.168.1.1,53,17,5,67,1,67,1,0,0,0,2,0,0,0,0,67,67,67,67,33,33,0,0,0,0,178666,178666,2,0,0,0,0,0,0,0,0,50706,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556217211668,1556217211668,192.168.1.30,55505,192.168.1.1,53,17,5,71,1,71,1,0,0,0,1,0,0,0,0,71,71,71,71,0,0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,30187,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556038241720,1556038241720,192.168.1.32,6529,192.168.1.194,36334,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556083292350,1556083292350,192.168.1.32,26777,192.168.1.195,43074,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556076552097,1556076552098,192.168.1.32,61507,192.168.1.190,4444,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,0,0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556248542187,1556248542430,192.168.1.190,6192,202.101.98.54,53,17,5,69,1,190,1,0,0,0,243,0,0,0,0,190,69,69,190,0,0,0,0,0,0,2262,6229,1,1,0,0,0,0,0,0,0,58426,28,600,0,0,0,0,0,0,0,0,0,0,Benign
1556542450905,1556542450906,192.168.1.169,52970,192.168.1.1,53,17,5,134,2,1876,28,0,0,0,1,0,0,128,128,67,67,67,67,18,1,0,0,0,0,1072000,15008000,268784,0,0,0,0,0,0,0,0,53421,1,0,0,0,100,0,1,0,100,0,0,0,Benign
1556542724392,1556542724392,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556038613239,1556038613239,192.168.1.31,61644,192.168.1.49,5050,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542696649,1556542696649,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556180772000,1556180772328,52.59.177.21,80,192.168.1.36,34962,6,7,12755,11,156,3,25,25,17,328,328,1,237,237,1500,52,52,1500,0,38,0,0,0,0,310151,3793,5,0,0,1,8,110,419,0,0,0,0,0,0,0,325,32,97,0,1,0,0,0,Benign
1556542723592,1556542723592,192.168.1.1,53,192.168.1.169,60899,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,40659,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542617564,1556542617564,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556035194134,1556035194134,192.168.1.32,42348,192.168.1.195,1301,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556298290112,1556298290112,192.168.1.32,34852,192.168.1.152,21,6,1,60,1,40,1,22,2,20,1,0,0,0,0,60,40,40,60,0,0,0,0,0,0,480000,320000,2,0,0,0,0,29200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556036275072,1556036275072,192.168.1.31,47895,192.168.1.152,5922,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,0,0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556076097697,1556076097697,192.168.1.32,57010,192.168.1.152,89,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,0,0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556441424106,1556441425724,192.168.1.152,1880,192.168.1.193,49338,6,0,5186,8,240,6,24,24,16,1617,1408,1617,64,64,1305,40,40,1305,0,3,0,0,0,0,25641,1186,7,0,3,3,1,30016,64240,0,0,0,0,0,0,0,631,200,192,123,624,323,163,0,Benign
1556242507270,1556242507270,192.168.1.152,80,192.168.1.31,49208,6,7,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556239389136,1556239389136,192.168.1.184,443,192.168.1.30,40922,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556031927795,1556031927795,192.168.1.32,42302,192.168.1.152,1011,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,0,0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556033064566,1556033064566,192.168.1.32,53267,192.168.1.49,8300,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556038347221,1556038347221,192.168.1.32,17056,192.168.1.193,57992,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556033983171,1556033983171,192.168.1.32,47674,192.168.1.180,10617,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556082768728,1556082768729,172.17.0.7,53865,192.168.1.190,53,17,5,118,2,268,2,0,0,0,1,0,0,64,64,134,59,59,134,2,1,0,0,0,0,944000,2144000,2,2,0,0,0,0,0,0,0,61157,1,7305,0,0,0,0,0,0,0,0,0,0,Benign
1556036198715,1556036198715,192.168.1.32,32958,192.168.1.195,24489,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556232428735,1556232428736,192.168.1.184,443,192.168.1.31,40188,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556035984486,1556035984486,192.168.1.30,32264,192.168.1.195,40885,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542640935,1556542640935,192.168.1.1,53,192.168.1.169,60899,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,40659,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556469963647,1556469963802,192.168.1.195,57861,40.90.189.152,443,6,91,183,2,166,1,24,24,24,155,155,0,128,128,166,40,40,166,1,1,0,0,0,0,9384,8512,1,2,0,0,0,1028,6956,0,0,0,0,0,0,155,155,155,0,0,0,0,0,0,Benign
1556237578487,1556237578489,192.168.1.31,42620,192.168.1.1,53,17,5,67,1,67,1,0,0,0,2,0,0,0,0,67,67,67,67,33,33,0,0,0,0,178666,178666,2,0,0,0,0,0,0,0,0,15649,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556318314583,1556318315330,192.168.1.33,42496,176.28.50.165,21,6,1,121,3,210,3,24,24,24,747,424,424,64,64,105,52,52,105,0,0,0,0,0,0,1294,2245,11,0,0,0,0,229,46,0,0,0,0,0,530,101,340,237,111,0,427,297,175,0,Benign
1556542721953,1556542721953,192.168.1.1,53,192.168.1.169,60899,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,40659,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556226413642,1556226413642,192.168.1.184,443,192.168.1.30,33374,6,91,393,1,0,0,24,24,0,1,0,0,0,0,393,393,0,393,0,3,0,0,0,0,3144000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556036175983,1556036175983,192.168.1.31,62319,192.168.1.186,4,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556342902087,1556342902090,192.168.1.152,80,192.168.1.32,33708,6,7,751,5,656,4,27,27,25,2,2,1,64,64,535,52,52,535,328,375,0,0,0,0,2002666,1749333,7,0,1,1,0,28960,237,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,Benign
1556225160852,1556225160852,192.168.1.184,443,192.168.1.31,59822,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542724068,1556542724068,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556227862858,1556227862858,192.168.1.184,443,192.168.1.30,48622,6,91,329,1,0,0,24,24,0,1,0,0,0,0,329,329,0,329,0,3,0,0,0,0,2632000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556211719763,1556211719765,192.168.1.30,43068,192.168.1.1,53,17,5,71,1,71,1,0,0,0,2,0,0,0,0,71,71,71,71,35,35,0,0,0,0,189333,189333,2,0,0,0,0,0,0,0,0,27104,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556077725251,1556077725251,192.168.1.31,47234,192.168.1.193,2046,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556233116723,1556233116723,192.168.1.184,443,192.168.1.31,51232,6,91,89,1,0,0,25,25,0,1,0,0,0,0,89,89,0,89,0,0,0,0,0,0,712000,0,1,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556519442722,1556519442784,192.168.1.37,8080,192.168.1.193,56090,6,131,208,2,200,1,24,24,24,61,61,0,64,64,200,40,40,200,3,3,0,0,0,0,26838,25806,1,2,0,0,0,64240,64240,0,0,0,0,0,0,61,61,61,0,0,0,0,0,0,Benign
1556235832876,1556235832878,192.168.1.31,54576,192.168.1.1,53,17,5,67,1,67,1,0,0,0,2,0,0,0,0,67,67,67,67,33,33,0,0,0,0,178666,178666,2,0,0,0,0,0,0,0,0,10668,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556076985796,1556076985796,192.168.1.32,43625,192.168.1.195,11967,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556231590463,1556231590463,192.168.1.184,443,192.168.1.30,57266,6,91,329,1,0,0,24,24,0,1,0,0,0,0,329,329,0,329,0,3,0,0,0,0,2632000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556029784018,1556029784018,192.168.1.30,41876,192.168.1.186,389,6,112,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556055898694,1556055898694,192.168.1.180,42556,192.168.1.190,53,17,5,59,1,134,1,0,0,0,1,0,0,0,0,134,59,59,134,1,0,0,0,0,0,472000,1072000,1,1,0,0,0,0,0,0,0,260,1,1770,0,0,0,0,0,0,0,0,0,0,Benign
1556542634957,1556542634957,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign
